,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_cbflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_facility,st_age,st_ageerr1,st_ageerr2,st_agelim,st_j,st_jerr,st_jlim,st_k,st_kerr,st_klim,pl_rade,TSM,good_TSM,ESM,webb approved,HST approved,chen_kipping,hst approved
641,HD 20794,e,HD 20794 e,Radial Velocity,0,4,147.02,1.43,-0.91,0.0,0.509,0.006,-0.006,0.0,0.29,0.14,-0.18,0.0,,,,,0.015009999999999999,0.00302,-0.00271,0.0,Msini,,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782000000004,6.0,0.01,-0.01,0.0,6.0,0.01,-0.01,0.0,4.27,,0.0,V (Johnson),3.9810000000000003,,0.0,5401.0,17.0,-17.0,0.0,0.7,,,0.0,,,,,2017-06-08,0,,,,,La Silla Observatory,5.76,0.66,-0.66,,3.032,0.262,0.0,2.636,0.278,0.0,,,False,,False,,,True
642,HD 208487,b,HD 208487 b,Radial Velocity,0,1,130.08,0.51,-0.51,0.0,0.524,0.03,-0.03,0.0,0.24,0.16,-0.16,0.0,,,,,0.52,0.082,-0.082,0.0,Msini,,,,,,,,,0,0,0,0,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,44.0,2.0,-2.0,0.0,45.21,0.16,-0.16,0.0,7.471,0.012,0.0,V (Johnson),7.332000000000001,,0.0,6067.0,,,0.0,1.13,,,0.0,,,,,2014-11-05,0,,,,,Anglo-Australian Telescope,,,,,6.477,0.019,0.0,6.159,0.034,0.0,,,False,,False,,,False
643,HD 208527,b,HD 208527 b,Radial Velocity,0,1,875.5,5.8,-5.8,0.0,2.1,0.2,-0.2,0.0,0.08,0.04,-0.04,0.0,,,,,9.9,1.7,-1.7,0.0,Msini,,,,,,,,,0,0,0,0,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,314.48,11.06,-11.06,0.0,314.48,11.06,-11.06,0.0,6.4,,0.0,V (Johnson),5.597,,0.0,4035.0,65.0,-65.0,0.0,1.6,0.4,-0.4,0.0,51.1,8.3,-8.3,0.0,2014-05-14,0,,,,,Bohyunsan Optical Astronomical Observatory,2.0,1.3,-1.3,,3.3280000000000003,0.214,0.0,2.224,0.244,0.0,,,False,,False,,,False
644,HD 20868,b,HD 20868 b,Radial Velocity,0,1,380.85001,0.09,-0.09,0.0,0.95,0.02,-0.02,0.0,0.75,0.0,0.0,0.0,,,,0.0,1.25,0.59,-0.59,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,47.79,0.07,-0.07,0.0,47.79,0.07,-0.07,0.0,9.92,,0.0,V (Johnson),9.613,,0.0,4802.0,146.0,-146.0,0.0,0.39,0.27,-0.27,0.0,0.76,0.05,-0.05,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,8.138,0.032,0.0,7.542999999999999,0.015,0.0,,,False,,False,,,False
645,HD 208897,b,HD 208897 b,Radial Velocity,0,1,352.7,1.7,-1.7,0.0,1.05,0.03,-0.03,0.0,0.07,0.06,-0.06,0.0,,,,0.0,1.4,0.08,-0.08,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,21h58m59.69s,329.748718,+19d01m13.1s,19.020301999999997,64.68,2.26,-2.26,0.0,67.62,0.22,-0.22,0.0,6.51,,0.0,V (Johnson),6.232,,0.0,4860.0,100.0,-100.0,0.0,1.25,0.11,-0.11,0.0,4.98,0.2,-0.2,0.0,2017-09-28,0,,,,0.0,Multiple Observatories,,,,,4.74,0.037000000000000005,0.0,4.198,0.036000000000000004,0.0,,,False,,False,,,False
646,HD 209458,b,HD 209458 b,Radial Velocity,0,1,3.52474859,3.8e-07,-3.8e-07,0.0,,,,0.0,0.0,,,0.0,86.71,0.05,-0.05,0.0,0.73,0.04,-0.04,0.0,Mass,1.39,0.02,-0.02,0.0,,,,0.0,0,0,0,3,22h03m10.77s,330.794891,+18d53m03.5s,18.884319,48.37,0.12,-0.12,0.0,48.37,0.12,-0.12,0.0,7.632000000000001,0.012,0.0,V (Johnson),7.5089999999999995,,0.0,6091.0,10.0,-10.0,0.0,1.23,0.09,-0.09,0.0,1.19,0.02,-0.02,0.0,2018-12-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,6.591,0.02,0.0,6.308,0.026000000000000002,0.0,15.580392020597502,,False,,True,,,True
647,HD 210193,b,HD 210193 b,Radial Velocity,0,1,649.918,8.599,-8.599,0.0,1.487,0.031,-0.031,0.0,0.24,0.09,-0.09,0.0,,,,0.0,0.4817,0.07331,-0.07331,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h09m34.61s,332.394226,-41d13m29.6s,-41.224892,42.25,,,0.0,42.25,0.08,-0.08,0.0,7.8229999999999995,0.012,0.0,V (Johnson),,,,5790.0,38.0,-50.0,0.0,1.04,0.06,-0.06,0.0,,,,0.0,2019-05-23,0,,,,0.0,Las Campanas Observatory,,,,0.0,6.6739999999999995,0.025,0.0,6.31,0.02,0.0,,,False,,False,,,False
648,HD 210277,b,HD 210277 b,Radial Velocity,0,1,442.19,0.5,-0.5,0.0,1.13,0.02,-0.02,0.0,0.48,0.02,-0.02,0.0,,,,0.0,1.29,0.05,-0.05,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h09m29.87s,332.37445099999997,-07d32m55.2s,-7.548653999999999,21.31,0.02,-0.02,0.0,21.31,0.02,-0.02,0.0,6.53,,0.0,V (Johnson),6.343,,0.0,5538.0,14.0,-14.0,0.0,1.01,0.05,-0.05,0.0,1.07,0.01,-0.01,0.0,2018-09-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,5.275,0.024,0.0,4.7989999999999995,0.02,0.0,,,False,,False,,,False
649,HD 210702,b,HD 210702 b,Radial Velocity,0,1,354.1,0.7,-0.7,0.0,1.148,0.057,-0.057,0.0,0.028,0.034,-0.034,0.0,,,,0.0,1.808,0.097,-0.097,0.0,Msini,,,,,,,,0.0,0,0,0,0,22h11m51.33s,332.963867,+16d02m26.0s,16.04055,54.28,0.23,-0.23,0.0,54.28,0.23,-0.23,0.0,5.93,,0.0,V (Johnson),5.664,,0.0,4951.0,,,0.0,1.61,,,0.0,4.92,,,0.0,2018-12-06,0,,,,0.0,Lick Observatory,,,,0.0,4.508,0.32,0.0,3.984,0.294,0.0,,,False,,False,,,False
650,HD 211810,b,HD 211810 b,Radial Velocity,0,1,1558.0,22.0,-22.0,0.0,2.656,0.043,-0.043,0.0,0.68,0.14,-0.14,0.0,,,,0.0,0.67,0.44,-0.44,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h18m06.54s,334.527252,+61d08m04.0s,61.134438,64.76,0.13,-0.13,0.0,64.76,0.13,-0.13,0.0,8.59,,0.0,V (Johnson),8.418,,0.0,5652.0,,,0.0,1.03,0.02,-0.02,0.0,1.13,1.13,-1.13,0.0,2018-09-27,0,,,,0.0,W. M. Keck Observatory,,,,0.0,7.3389999999999995,0.018000000000000002,0.0,6.968999999999999,0.022000000000000002,0.0,,,False,,False,,,False
651,HD 211970,b,HD 211970 b,Radial Velocity,0,1,25.201,0.025,-0.025,0.0,0.143,0.003,-0.003,0.0,0.15,0.1,-0.1,0.0,,,,0.0,0.0409,0.00787,-0.00787,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h22m16.21s,335.567535,-54d33m38.2s,-54.560618999999996,13.0,,,0.0,13.13,0.01,-0.01,0.0,8.99,0.01,0.0,V (Johnson),,,,4127.0,149.0,-94.0,0.0,0.61,0.04,-0.04,0.0,,,,0.0,2019-05-23,0,,,,0.0,Las Campanas Observatory,,,,0.0,6.462000000000001,0.028999999999999998,0.0,5.662999999999999,0.021,0.0,,,False,,False,,,True
652,HD 212301,b,HD 212301 b,Radial Velocity,0,1,2.24571,0.00028,-0.00028,0.0,0.03,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.51,0.04,-0.04,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,54.32,0.09,-0.09,0.0,54.32,0.09,-0.09,0.0,7.763999999999999,0.011000000000000001,0.0,V (Johnson),7.635,,0.0,6239.0,24.0,-24.0,0.0,1.55,0.16,-0.16,0.0,1.16,0.02,-0.02,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,6.765,0.02,0.0,6.466,0.021,0.0,,,False,,False,,,False
653,HD 212771,b,HD 212771 b,Radial Velocity,0,1,380.7,1.4,-1.4,0.0,1.19,0.13,-0.13,0.0,0.076,0.051,-0.051,0.0,,,,0.0,2.39,0.27,-0.27,0.0,Msini,,,,,,,,0.0,0,0,0,0,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,111.51,0.54,-0.54,0.0,111.51,0.54,-0.54,0.0,7.6,,0.0,V (Johnson),7.352,,0.0,5003.0,,,0.0,1.56,,,0.0,5.27,,,0.0,2018-12-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,6.025,0.019,0.0,5.496,0.018000000000000002,0.0,,,False,,False,,,False
654,HD 213240,b,HD 213240 b,Radial Velocity,0,1,882.70001,7.6,-7.6,0.0,1.89,0.03,-0.03,0.0,0.42,0.01,-0.01,0.0,,,,0.0,5.58,0.31,-0.31,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h31m00.37s,337.75152599999996,-49d25m59.8s,-49.43327,40.92,0.06,-0.06,0.0,40.92,0.06,-0.06,0.0,6.814,0.01,0.0,V (Johnson),6.6579999999999995,,0.0,5979.0,19.0,-19.0,0.0,1.57,0.12,-0.12,0.0,1.51,0.02,-0.02,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,5.707999999999999,0.018000000000000002,0.0,5.354,0.02,0.0,,,False,,False,,,False
655,HD 213885,b,HD 213885 b,Transit,0,2,1.008035,2.1e-05,-2e-05,0.0,0.02012,0.00015,-0.00011999999999999999,0.0,0.0,,,0.0,80.09,0.62,-0.5,0.0,0.027780000000000003,0.0020800000000000003,-0.00205,0.0,Mass,0.156,0.005,-0.005,0.0,9.15,1.1,-1.0,0.0,0,0,0,0,22h35m56.32s,338.98465,-59d51m52.1s,-59.864468,47.97,0.14,-0.14,0.0,48.16,0.1,-0.1,0.0,7.996,0.002,0.0,V (Johnson),7.8020000000000005,,0.0,5978.0,50.0,-50.0,0.0,1.07,0.02,-0.02,0.0,1.1,0.01,-0.01,0.0,2019-12-05,0,2128.0,13.0,-14.0,0.0,Transiting Exoplanet Survey Satellite (TESS),3.8,0.66,-0.79,0.0,6.806,0.023,0.0,6.419,0.024,0.0,1.7485907591461947,58.41645535320394,False,13.505982644725991,False,,,False
656,HD 213885,c,HD 213885 c,Radial Velocity,0,2,4.78503,0.00056,-0.00051,0.0,0.056798,0.00044,-0.00032,0.0,0.0,,,0.0,,,,0.0,0.06277,0.00434,-0.00428,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h35m56.32s,338.98465,-59d51m52.1s,-59.864468,47.97,0.14,-0.14,0.0,48.16,0.1,-0.1,0.0,7.996,0.002,0.0,V (Johnson),7.8020000000000005,,0.0,5978.0,50.0,-50.0,0.0,1.07,0.02,-0.02,0.0,1.1,0.01,-0.01,0.0,2019-12-05,0,1265.0,7.0,-8.0,0.0,Multiple Observatories,3.8,0.66,-0.79,0.0,6.806,0.023,0.0,6.419,0.024,0.0,,,False,,False,,,False
657,HD 21411,b,HD 21411 b,Radial Velocity,0,1,84.288,0.127,-0.127,0.0,0.362,0.007,-0.007,0.0,0.4,0.15,-0.15,0.0,,,,0.0,0.20734,0.08055,-0.08055,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h26m11.12s,51.546321999999996,-30d37m04.1s,-30.617809,29.16,,,0.0,29.16,0.03,-0.03,0.0,7.885,,0.0,V (Johnson),,,,5605.0,247.0,-132.0,0.0,0.89,0.05,-0.05,0.0,,,,0.0,2019-05-23,0,,,,0.0,Las Campanas Observatory,,,,0.0,6.5729999999999995,0.024,0.0,6.131,0.016,0.0,,,False,,False,,,False
658,HD 214823,b,HD 214823 b,Radial Velocity,0,1,1854.4,1.1,-1.1,0.0,3.23,0.2,-0.2,0.0,0.1641,0.0026,-0.0026,0.0,,,,0.0,20.3,2.6,-2.6,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h40m19.87s,340.082794,+31d47m15.3s,31.787594,101.66,0.49,-0.49,0.0,101.66,0.49,-0.49,0.0,8.06,,0.0,V (Johnson),7.916,,0.0,5933.0,,,0.0,1.31,0.24,-0.24,0.0,2.04,0.15,-0.15,0.0,2018-09-27,0,,,,0.0,Haute-Provence Observatory,4.34,0.5,-0.5,0.0,6.952000000000001,0.02,0.0,6.64,0.016,0.0,,,False,,False,,,False
659,HD 215152,b,HD 215152 b,Radial Velocity,0,4,5.75999,0.00157,-0.00175,0.0,0.057638,0.000739,-0.000759,0.0,0.0,,,0.0,,,,0.0,0.00572,0.00158,-0.00198,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0.0,21.61,0.05,-0.05,0.0,8.11,0.0,0.0,V (Johnson),7.8020000000000005,,0.0,4935.0,76.0,-76.0,0.0,0.77,0.01,-0.01,0.0,0.73,0.02,-0.02,0.0,2018-02-22,0,,,,0.0,La Silla Observatory,,,,0.0,6.353,0.018000000000000002,0.0,5.775,0.026000000000000002,0.0,,,False,,False,,,False
660,HD 215152,c,HD 215152 c,Radial Velocity,0,4,7.28243,0.00451,-0.00827,0.0,0.067393,0.00086,-0.000893,0.0,0.0,,,0.0,,,,0.0,0.00541,0.0019399999999999999,-0.00228,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0.0,21.61,0.05,-0.05,0.0,8.11,0.0,0.0,V (Johnson),7.8020000000000005,,0.0,4935.0,76.0,-76.0,0.0,0.77,0.01,-0.01,0.0,0.73,0.02,-0.02,0.0,2018-02-22,0,,,,0.0,La Silla Observatory,,,,0.0,6.353,0.018000000000000002,0.0,5.775,0.026000000000000002,0.0,,,False,,False,,,False
661,HD 215152,d,HD 215152 d,Radial Velocity,0,4,10.86499,0.00564,-0.00613,0.0,0.08799,0.0011300000000000001,-0.00116,0.0,0.0,,,0.0,,,,0.0,0.00881,0.00255,-0.0029,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0.0,21.61,0.05,-0.05,0.0,8.11,0.0,0.0,V (Johnson),7.8020000000000005,,0.0,4935.0,76.0,-76.0,0.0,0.77,0.01,-0.01,0.0,0.73,0.02,-0.02,0.0,2018-02-22,0,,,,0.0,La Silla Observatory,,,,0.0,6.353,0.018000000000000002,0.0,5.775,0.026000000000000002,0.0,,,False,,False,,,False
662,HD 215152,e,HD 215152 e,Radial Velocity,0,4,25.1967,0.0476,-0.0505,0.0,0.15417,0.00199,-0.0020399999999999997,0.0,0.0,,,0.0,,,,0.0,0.00905,0.0033399999999999997,-0.00466,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0.0,21.61,0.05,-0.05,0.0,8.11,0.0,0.0,V (Johnson),7.8020000000000005,,0.0,4935.0,76.0,-76.0,0.0,0.77,0.01,-0.01,0.0,0.73,0.02,-0.02,0.0,2018-02-22,0,,,,0.0,La Silla Observatory,,,,0.0,6.353,0.018000000000000002,0.0,5.775,0.026000000000000002,0.0,,,False,,False,,,False
663,HD 215497,b,HD 215497 b,Radial Velocity,0,2,3.93404,0.00066,-0.00066,0.0,0.05,0.0,0.0,0.0,0.16,0.09,-0.09,0.0,,,,0.0,0.02,0.01,-0.01,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599532999999994,40.59,0.05,-0.05,0.0,40.59,0.05,-0.05,0.0,8.96,,0.0,V (Johnson),8.686,,0.0,5110.0,108.0,-108.0,0.0,0.67,0.33,-0.33,0.0,0.85,0.04,-0.04,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,7.3389999999999995,0.024,0.0,6.784,0.024,0.0,,,False,,False,,,False
664,HD 215497,c,HD 215497 c,Radial Velocity,0,2,567.94,2.7,-2.7,0.0,1.282,,,0.0,0.49,0.04,-0.04,0.0,,,,,0.33,,,0.0,Msini,,,,,,,,,0,0,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599532999999994,40.59,0.05,-0.05,0.0,40.59,0.05,-0.05,0.0,8.96,,0.0,V (Johnson),8.686,,0.0,5110.0,108.0,-108.0,0.0,0.67,0.33,-0.33,0.0,0.85,0.04,-0.04,0.0,2014-11-19,0,,,,,La Silla Observatory,,,,0.0,7.3389999999999995,0.024,0.0,6.784,0.024,0.0,,,False,,False,,,False
665,HD 216435,b,HD 216435 b,Radial Velocity,0,1,1311.0,49.0,-49.0,0.0,2.56,0.17,-0.17,0.0,0.07,0.078,-0.078,0.0,,,,,1.26,0.13,-0.13,0.0,Msini,,,,,,,,,0,0,0,0,22h53m37.93s,343.408051,-48d35m53.8s,-48.598286,33.01,0.08,-0.08,0.0,33.01,0.08,-0.08,0.0,6.03,,0.0,V (Johnson),5.872000000000001,,0.0,5999.0,60.0,-60.0,0.0,1.3,,,0.0,,,,,2014-07-23,0,,,,,Anglo-Australian Telescope,3.0,,,,5.008,0.037000000000000005,0.0,4.612,0.02,0.0,,,False,,False,,,True
666,HD 216437,b,HD 216437 b,Radial Velocity,0,1,1334.28,13.07,-13.36,0.0,2.497,0.036,-0.037,0.0,0.317,0.028,-0.027,0.0,,,,0.0,2.223,0.058,-0.058,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h54m39.48s,343.66452000000004,-70d04m25.3s,-70.073708,26.71,0.03,-0.03,0.0,26.71,0.03,-0.03,0.0,6.057,0.001,0.0,V (Johnson),5.882999999999999,,0.0,5909.0,31.0,-31.0,0.0,1.17,0.05,-0.05,0.0,1.39,0.03,-0.03,0.0,2019-06-27,0,,,,0.0,Anglo-Australian Telescope,4.75,1.0590000000000002,-1.0590000000000002,0.0,5.044,0.037000000000000005,0.0,4.518,0.031,0.0,,,False,,False,,,False
667,HD 216536,b,HD 216536 b,Radial Velocity,0,1,148.60001,0.7,-0.7,0.0,0.61,0.06,-0.06,0.0,0.38,0.11,-0.11,0.0,,,,0.0,1.05,0.4,-0.4,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h53m03.98s,343.266598,+44d28m39.9s,44.477753,380.33,3.83,-3.83,0.0,380.33,3.83,-3.83,0.0,9.23,0.02,0.0,V (Johnson),8.883,,0.0,4639.0,45.0,-45.0,0.0,0.81,0.44,-0.44,0.0,9.83,1.28,-1.28,0.0,2018-09-06,0,,,,0.0,McDonald Observatory,,,,0.0,7.172000000000001,0.015,0.0,6.496,0.011000000000000001,0.0,,,False,,False,,,False
668,HD 216770,b,HD 216770 b,Radial Velocity,0,1,118.45,0.55,-0.55,0.0,0.46,0.01,-0.01,0.0,0.37,0.06,-0.06,0.0,,,,0.0,0.57,0.05,-0.05,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,36.7,0.1,-0.1,0.0,36.7,0.1,-0.1,0.0,8.094,0.013000000000000001,0.0,V (Johnson),7.916,,0.0,5399.0,18.0,-18.0,0.0,0.74,0.07,-0.07,0.0,0.93,0.02,-0.02,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,6.752000000000001,0.018000000000000002,0.0,6.311,0.021,0.0,,,False,,False,,,False
669,HD 21693,b,HD 21693 b,Radial Velocity,0,2,22.6786,0.0085,-0.0087,0.0,0.1455,0.0058,-0.0063,0.0,0.12,0.09,-0.08,0.0,,,,0.0,0.0259,0.0034,-0.0033,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h27m12.48s,51.802009999999996,-58d19m25.3s,-58.32368100000001,32.38,0.51,-0.51,0.0,33.29,0.03,-0.03,0.0,7.95,,0.0,V (Johnson),7.757000000000001,,0.0,5430.0,26.0,-26.0,0.0,0.8,,,0.0,,,,0.0,2019-02-07,0,,,,0.0,La Silla Observatory,,,,0.0,6.607,0.019,0.0,6.193,0.017,0.0,,,False,,False,,,False
670,HD 21693,c,HD 21693 c,Radial Velocity,0,2,53.7357,0.0312,-0.0309,0.0,0.2586,0.0103,-0.0113,0.0,0.07,0.06,-0.05,0.0,,,,0.0,0.0547,0.0056,-0.0056,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h27m12.48s,51.802009999999996,-58d19m25.3s,-58.32368100000001,32.38,0.51,-0.51,0.0,33.29,0.03,-0.03,0.0,7.95,,0.0,V (Johnson),7.757000000000001,,0.0,5430.0,26.0,-26.0,0.0,0.8,,,0.0,,,,0.0,2019-02-07,0,,,,0.0,La Silla Observatory,,,,0.0,6.607,0.019,0.0,6.193,0.017,0.0,,,False,,False,,,False
671,HD 217107,b,HD 217107 b,Radial Velocity,0,2,7.12682,3.9e-05,-3.9e-05,0.0,0.08,0.0,0.0,0.0,0.13,0.01,-0.01,0.0,,,,0.0,1.3,0.05,-0.05,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.3953849999999997,20.07,0.02,-0.02,0.0,20.07,0.02,-0.02,0.0,6.16,,0.0,V (Johnson),5.955,,0.0,5622.0,17.0,-17.0,0.0,1.0,0.05,-0.05,0.0,1.11,0.01,-0.01,0.0,2018-09-06,0,,,,0.0,Lick Observatory,,,,0.0,4.949,0.037000000000000005,0.0,4.5360000000000005,0.021,0.0,,,False,,False,,,True
672,HD 217107,c,HD 217107 c,Radial Velocity,0,2,4270.0,220.0,-220.0,0.0,5.32,0.38,-0.38,0.0,0.517,0.033,-0.033,0.0,,,,,2.6,0.15,-0.15,0.0,Msini,,,,,,,,,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.3953849999999997,20.07,0.02,-0.02,0.0,20.07,0.02,-0.02,0.0,6.16,,0.0,V (Johnson),5.955,,0.0,5622.0,17.0,-17.0,0.0,1.0,0.05,-0.05,0.0,1.11,0.01,-0.01,0.0,2014-05-14,0,,,,,Lick Observatory,,,,0.0,4.949,0.037000000000000005,0.0,4.5360000000000005,0.021,0.0,,,False,,False,,,True
673,GJ 143,c,HD 21749 c,Transit,0,2,7.78993,0.00051,-0.00044,0.0,0.0695,0.0021,-0.0023,0.0,,,,0.0,88.9,0.5,-0.37,0.0,0.011640000000000001,,,1.0,Mass,0.08,0.006,-0.005,0.0,31.93,,,1.0,0,0,0,0,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,0.01,-0.01,0.0,16.33,0.01,-0.01,0.0,7.87,,0.0,V (Johnson),7.678999999999999,,0.0,4640.0,100.0,-100.0,0.0,0.73,0.07,-0.07,0.0,0.69,0.03,-0.03,0.0,2019-04-25,0,701.0,25.0,-23.0,0.0,Transiting Exoplanet Survey Satellite (TESS),3.8,3.7,-3.7,0.0,6.081,0.02,0.0,5.375,0.024,0.0,0.8967132098185614,3.3145705470668774,False,2.269545400736149,False,,,False
674,HD 217786,b,HD 217786 b,Radial Velocity,0,1,1319.0,4.0,-4.0,0.0,2.38,0.04,-0.04,0.0,0.4,0.05,-0.05,0.0,,,,0.0,13.0,0.8,-0.8,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h03m08.20s,345.78418,-00d25m46.6s,-0.429622,54.8,2.0,-2.0,0.0,55.57,0.24,-0.24,0.0,7.8,,0.0,V (Johnson),7.636,,0.0,5966.0,65.0,-65.0,0.0,1.02,0.03,-0.03,0.0,1.27,0.06,-0.06,0.0,2019-01-31,0,,,,0.0,La Silla Observatory,7.6,,,,6.685,0.021,0.0,6.352,0.02,0.0,,,False,,False,,,False
675,HD 217850,b,HD 217850 b,Radial Velocity,0,1,3501.3,2.1,-2.1,0.0,4.56,0.24,-0.24,0.0,0.7621,0.0019,-0.0019,0.0,,,,0.0,21.6,2.6,-2.6,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h02m36.67s,345.652771,+58d52m33.3s,58.875927000000004,65.9,0.87,-0.87,0.0,65.9,0.87,-0.87,0.0,8.52,,0.0,V (Johnson),8.321,,0.0,5544.0,,,0.0,1.03,0.16,-0.16,0.0,1.21,0.06,-0.06,0.0,2018-09-27,0,,,,0.0,W. M. Keck Observatory,7.59,1.29,-1.29,0.0,7.148,0.021,0.0,6.792999999999999,0.02,0.0,,,False,,False,,,False
676,HD 218566,b,HD 218566 b,Radial Velocity,0,1,225.7,0.4,-0.4,0.0,0.69,0.01,-0.01,0.0,0.3,0.1,-0.1,0.0,,,,0.0,0.2,0.06,-0.06,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h09m10.73s,347.294708,-02d15m38.7s,-2.260742,28.85,0.04,-0.04,0.0,28.85,0.04,-0.04,0.0,8.628,0.016,0.0,V (Johnson),8.274,,0.0,4730.0,100.0,-100.0,0.0,0.76,0.32,-0.32,0.0,0.85,0.04,-0.04,0.0,2018-09-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,6.824,0.02,0.0,6.223,0.02,0.0,,,False,,False,,,False
677,HD 219077,b,HD 219077 b,Radial Velocity,0,1,5501.0,130.0,-119.0,0.0,6.22,0.09,-0.09,0.0,0.77,0.003,-0.003,0.0,,,,,10.39,0.09,-0.09,0.0,Msini,,,,,,,,,0,0,0,0,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005000000004,29.21,0.04,-0.04,0.0,29.21,0.04,-0.04,0.0,6.12,,0.0,V (Johnson),5.905,,0.0,5362.0,18.0,-18.0,0.0,1.05,0.02,-0.02,0.0,1.91,0.03,-0.03,0.0,2014-05-14,0,,,,,La Silla Observatory,8.9,0.3,-0.3,,4.64,0.192,0.0,4.287,8.888,0.0,,,False,,False,,,True
