,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_cbflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_facility,st_age,st_ageerr1,st_ageerr2,st_agelim,st_j,st_jerr,st_jlim,st_k,st_kerr,st_klim,pl_rade,TSM,good_TSM,ESM,webb approved,HST approved,chen_kipping,hst approved
38,8 UMi,b,8 UMi b,Radial Velocity,0,1,93.4,4.5,-4.5,0.0,0.49,0.02,-0.02,0.0,0.06,0.09,-0.09,0.0,,,,0.0,1.31,0.16,-0.16,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0.0,163.32,0.65,-0.65,0.0,6.83,,0.0,V (Johnson),6.559,,0.0,4847.0,7.0,-7.0,0.0,1.44,0.19,-0.19,0.0,10.3,0.57,-0.57,0.0,2018-09-06,0,,,,0.0,Bohyunsan Optical Astronomical Observatory,,,,0.0,5.069,0.027000000000000003,0.0,4.515,0.02,0.0,,,False,,False,,,False
39,81 Cet,b,81 Cet b,Radial Velocity,0,1,952.7,8.8,-8.8,0.0,2.5,,,0.0,0.206,0.029,-0.029,0.0,,,,,5.3,,,0.0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0.0,101.53,1.22,-1.22,0.0,5.65,,0.0,V (Johnson),5.349,,0.0,4785.0,25.0,-25.0,0.0,2.4,0.1,-0.4,0.0,11.0,2.0,-1.0,0.0,2014-05-14,0,,,,,Okayama Astrophysical Observatory,,,,,3.94,0.266,0.0,3.266,0.258,0.0,,,False,,False,,,False
40,91 Aqr,b,91 Aqr b,Radial Velocity,0,1,181.4,0.1,-0.1,0.0,0.7,,,0.0,0.027,0.026,-0.026,0.0,,,,,3.2,,,0.0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087736999999999,44.08,0.51,-0.51,0.0,44.08,0.51,-0.51,0.0,4.25,,0.0,V (Johnson),3.863,,0.0,4665.0,18.0,-18.0,0.0,1.4,0.1,-0.1,0.0,11.0,0.1,-0.1,0.0,2014-05-14,0,,,,,Lick Observatory,3.56,0.63,-0.63,,2.263,0.24600000000000002,0.0,1.597,0.23600000000000002,0.0,,,False,,False,,,False
41,AB Pic,b,AB Pic b,Imaging,0,1,,,,,260.0,,,0.0,,,,,,,,,13.5,0.5,-0.5,0.0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,50.12,0.07,-0.07,0.0,50.12,0.07,-0.07,0.0,9.128,0.019,0.0,V (Johnson),8.838,,0.0,,,,,,,,,,,,,2014-05-14,0,,,,,Paranal Observatory,0.03,,,,7.5760000000000005,0.024,0.0,6.981,0.024,0.0,,,False,,False,,,True
42,BD+03 2562,b,BD+03 2562 b,Radial Velocity,0,1,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,0.2,0.12,-0.08,0.0,,,,,6.4,1.3,-1.3,0.0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.7601419999999997,2618.0,564.0,-564.0,0.0,1106.93,66.8,-66.8,0.0,9.58,0.01,0.0,V (Johnson),8.998,,0.0,4095.0,20.0,-20.0,0.0,1.14,0.25,-0.25,0.0,32.35,8.82,-8.82,0.0,2017-06-15,0,,,,,Multiple Observatories,5.2,4.75,-2.75,,6.96,0.013000000000000001,0.0,6.021,0.015,0.0,,,False,,False,,,False
43,BD+14 4559,b,BD+14 4559 b,Radial Velocity,0,1,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,0.29,0.03,-0.03,0.0,,,,0.0,1.04,0.47,-0.47,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0.0,49.42,0.08,-0.08,0.0,9.63,0.012,0.0,V (Johnson),9.351,,0.0,4864.0,101.0,-101.0,0.0,0.49,0.33,-0.33,0.0,0.86,0.04,-0.04,0.0,2018-09-06,0,,,,0.0,McDonald Observatory,,,,0.0,7.882000000000001,0.028999999999999998,0.0,7.336,0.022000000000000002,0.0,,,False,,False,,,False
44,BD+15 2375,b,BD+15 2375 b,Radial Velocity,0,1,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,0.001,0.25,-0.001,0.0,,,,,1.061,0.27,-0.27,0.0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.0,165.0,-165.0,0.0,785.38,45.98,-45.98,0.0,10.31,0.023,0.0,V (Johnson),9.992,,0.0,4649.0,30.0,-30.0,0.0,1.08,0.14,-0.14,0.0,8.95,1.45,-1.45,0.0,2016-02-04,0,,,,,Roque de los Muchachos Observatory,7.41,3.81,-2.52,,8.372,0.013000000000000001,0.0,7.718,0.009000000000000001,0.0,,,False,,False,,,False
45,BD+15 2940,b,BD+15 2940 b,Radial Velocity,0,1,137.48,0.34,-0.34,0.0,0.539,,,0.0,0.26,0.1,-0.1,0.0,,,,,1.11,,,0.0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.09556600000002,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0.0,431.61,6.55,-6.55,0.0,9.046,0.021,0.0,V (Johnson),8.718,,0.0,4796.0,117.0,-117.0,0.0,1.1,0.2,-0.2,0.0,14.7,2.8,-2.8,0.0,2014-05-14,0,,,,,McDonald Observatory,7.1,4.2,-4.2,,7.154,0.02,0.0,6.525,0.016,0.0,,,False,,False,,,False
46,BD+20 2457,b,BD+20 2457 b,Radial Velocity,0,2,379.63,2.0,-2.0,0.0,1.05,0.07,-0.07,0.0,0.15,0.03,-0.03,0.0,,,,0.0,55.59,78.55,-78.55,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0.0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2018-09-06,0,,,,0.0,McDonald Observatory,,,,0.0,7.2989999999999995,0.023,0.0,6.42,0.021,0.0,,,False,,False,,,False
47,BD+20 2457,c,BD+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0.0,2.01,,,0.0,0.18,0.06,-0.06,0.0,,,,,12.47,,,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0.0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2014-05-14,0,,,,,McDonald Observatory,,,,0.0,7.2989999999999995,0.023,0.0,6.42,0.021,0.0,,,False,,False,,,False
48,BD+20 274,b,BD+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0.0,1.3,,,0.0,0.21,0.06,-0.06,0.0,,,,,4.2,,,0.0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314000000002,1383.85,86.64,-86.64,0.0,1383.85,86.64,-86.64,0.0,9.36,,0.0,V (Johnson),8.916,,0.0,4296.0,10.0,-10.0,0.0,0.8,0.2,-0.2,0.0,17.3,0.9,-0.9,0.0,2015-09-18,0,,,,,McDonald Observatory,,,,,7.002999999999999,0.019,0.0,6.169,0.027000000000000003,0.0,,,False,,False,,,False
49,BD+20 594,b,BD+20 594 b,Transit,0,1,41.6855,0.003,-0.003,0.0,,,,0.0,0.0,,,0.0,89.55,0.16,-0.16,0.0,0.07,0.03,-0.03,0.0,Mass,0.23,0.01,-0.01,0.0,,,,0.0,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0.0,180.39,1.25,-1.25,0.0,11.038,0.047,0.0,V (Johnson),10.864,,0.0,5766.0,99.0,-99.0,0.0,1.67,0.4,-0.4,0.0,1.08,0.06,-0.06,0.0,2018-04-26,0,,,,0.0,K2,,,,0.0,9.77,0.022000000000000002,0.0,9.368,0.018000000000000002,0.0,2.578050478228364,5.061449786525182,False,,False,,,False
50,BD+48 738,b,BD+48 738 b,Radial Velocity,0,1,392.6,5.5,-5.5,0.0,1.0,,,0.0,0.2,0.1,-0.1,0.0,,,,,0.91,,,0.0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0.0,892.17,44.78,-44.78,0.0,9.14,,0.0,V (Johnson),8.656,,0.0,4414.0,15.0,-15.0,0.0,0.74,0.39,-0.39,0.0,11.0,1.0,-1.0,0.0,2015-08-13,0,,,,,McDonald Observatory,,,,,6.704,0.021,0.0,5.904,0.018000000000000002,0.0,,,False,,False,,,False
51,BD+48 740,b,BD+48 740 b,Radial Velocity,0,1,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,0.76,0.05,-0.09,0.0,,,,0.0,1.7,0.7,-0.7,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0.0,678.94,22.15,-22.15,0.0,8.699,0.015,0.0,V (Johnson),8.264,,0.0,4534.0,8.0,-8.0,0.0,1.09,0.16,-0.16,0.0,10.33,1.81,-1.81,0.0,2018-02-01,0,,,,0.0,Multiple Observatories,,,,0.0,6.385,0.018000000000000002,0.0,5.645,0.017,0.0,,,False,,False,,,False
52,BD+49 828,b,BD+49 828 b,Radial Velocity,0,1,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,0.35,0.24,-0.1,0.0,,,,,1.6,0.4,-0.2,0.0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0.0,447.59,7.79,-7.79,0.0,9.38,0.02,0.0,V (Johnson),9.029,,0.0,4943.0,30.0,-30.0,0.0,1.52,0.22,-0.22,0.0,7.6,1.3,-1.3,0.0,2015-02-05,0,,,,,McDonald Observatory,2.34,1.2,-0.8,,7.246,0.009000000000000001,0.0,6.571000000000001,0.015,0.0,,,False,,False,,,False
53,BD-06 1339,b,BD-06 1339 b,Radial Velocity,0,2,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,0.0,,,0.0,,,,,0.027,0.004,-0.004,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.9948440000000005,20.28,0.02,-0.02,0.0,20.28,0.02,-0.02,0.0,9.7,0.009000000000000001,0.0,V (Johnson),9.107000000000001,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,0,,,,,La Silla Observatory,4.4,4.0,-4.0,,7.127999999999999,0.018000000000000002,0.0,6.305,0.018000000000000002,0.0,,,False,,False,,,False
54,BD-06 1339,c,BD-06 1339 c,Radial Velocity,0,2,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,0.31,0.11,-0.11,0.0,,,,,0.17,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.9948440000000005,20.28,0.02,-0.02,0.0,20.28,0.02,-0.02,0.0,9.7,0.009000000000000001,0.0,V (Johnson),9.107000000000001,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,0,,,,,La Silla Observatory,4.4,4.0,-4.0,,7.127999999999999,0.018000000000000002,0.0,6.305,0.018000000000000002,0.0,,,False,,False,,,False
55,BD-08 2823,b,BD-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,0.15,0.15,-0.15,0.0,,,,0.0,0.04,0.01,-0.01,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,41.38,0.07,-0.07,0.0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,7.96,0.02,0.0,7.3229999999999995,0.021,0.0,,,False,,False,,,False
56,BD-08 2823,c,BD-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,0.19,0.09,-0.09,0.0,,,,,0.33,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680000000001,41.38,0.07,-0.07,0.0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2014-05-14,0,,,,,La Silla Observatory,,,,0.0,7.96,0.02,0.0,7.3229999999999995,0.021,0.0,,,False,,False,,,False
57,BD-10 3166,b,BD-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,0.02,0.02,-0.02,0.0,,,,0.0,0.59,0.07,-0.07,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770375999999999,84.61,0.35,-0.35,0.0,84.61,0.35,-0.35,0.0,10.08,,0.0,V (Johnson),9.84,,0.0,5393.0,44.0,-44.0,0.0,1.47,0.24,-0.24,0.0,0.91,0.04,-0.04,0.0,2018-09-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,8.611,0.032,0.0,8.124,0.026000000000000002,0.0,,,False,,False,,,False
58,BD-11 4672,b,BD-11 4672 b,Radial Velocity,0,1,1667.0,33.0,-31.0,0.0,2.28,0.07,-0.07,0.0,0.05,0.06,-0.04,0.0,,,,,0.53,0.05,-0.05,0.0,Msini,,,,,,,,,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0.0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4475.0,100.0,-100.0,0.0,0.57,0.01,-0.01,0.0,0.52,0.02,-0.02,0.0,2015-01-08,0,,,,,La Silla Observatory,4.4,4.0,-4.0,,7.651,0.023,0.0,6.867000000000001,0.024,0.0,,,False,,False,,,False
59,BD-13 2130,b,BD-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,0.21,0.07,-0.07,0.0,,,,0.0,9.78,4.56,-4.56,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639000000002,948.75,42.93,-42.93,0.0,948.75,42.93,-42.93,0.0,9.45,,0.0,V (Johnson),9.7,,0.0,4545.0,71.0,-71.0,0.0,2.12,1.47,-1.47,0.0,19.17,4.96,-4.96,0.0,2018-09-06,0,,,,0.0,La Silla Observatory,,,,0.0,7.94,0.025,0.0,7.151,0.022000000000000002,0.0,,,False,,False,,,False
60,BD-17 63,b,BD-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,0.54,0.005,-0.005,0.0,,,,,5.1,0.12,-0.12,0.0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345000000002,34.49,0.09,-0.09,0.0,34.49,0.09,-0.09,0.0,9.566,0.024,0.0,V (Johnson),9.201,,0.0,4714.0,93.0,-93.0,0.0,0.74,0.03,-0.03,0.0,0.69,,,0.0,2014-05-14,0,,,,,La Silla Observatory,4.3,4.0,-4.0,,7.574,0.019,0.0,6.914,0.024,0.0,,,False,,False,,,False
61,CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,Imaging,0,1,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,,,,,,,,,10.5,4.5,-4.5,0.0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0.0,,,,,,,,,,,,580.5,24.5,-24.5,0.0,0.02,0.01,-0.01,0.0,,,,,2014-05-14,0,370.0,40.0,-40.0,0.0,W. M. Keck Observatory,,,,,,,,,,,,,False,,False,,,True
62,CHXR 73,b,CHXR 73 b,Imaging,0,1,,,,,210.0,,,0.0,,,,,,,,,12.569,8.379,-5.237,0.0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0.0,191.05,6.42,-6.42,0.0,,,,,17.293,,0.0,,,,,0.35,,,0.0,,,,,2014-05-14,0,,,,,Hubble Space Telescope,0.002,,,,12.674000000000001,0.026000000000000002,0.0,10.703,0.021,0.0,,,False,,False,,,True
63,CI Tau,b,CI Tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0.0,,,,0.0,0.25,0.16,-0.16,0.0,50.5,6.3,-8.5,0.0,11.6,2.9,-2.7,0.0,Mass,,,,0.0,,,,0.0,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158.0,1.2,-1.2,0.0,158.71,1.19,-1.19,0.0,12.939,0.031,0.0,V (Johnson),12.145,,0.0,,,,0.0,0.9,0.02,-0.02,0.0,,,,0.0,2019-06-27,0,,,,0.0,Multiple Observatories,0.003,0.001,-0.001,0.0,9.48,0.02,0.0,7.792999999999999,0.02,0.0,,,False,,False,,,True
64,CT Cha,b,CT Cha b,Imaging,0,1,,,,,440.0,,,0.0,,,,,,,,,17.0,6.0,-6.0,0.0,Mass,2.2,0.81,-0.6,0.0,,,,,0,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.0,30.0,-30.0,0.0,191.78,0.78,-0.78,0.0,,,,,11.773,,0.0,,,,,,,,,,,,,2014-05-14,0,2600.0,250.0,-250.0,0.0,Paranal Observatory,0.002,0.002,-0.002,,9.715,0.024,0.0,8.661,0.021,0.0,24.65961327001044,,False,,False,,,True
65,CoRoT-1,b,CoRoT-1 b,Transit,0,1,1.5089557,6.4e-06,-6.4e-06,0.0,,,,,0.0,,,0.0,85.1,0.5,-0.5,0.0,1.03,0.12,-0.12,0.0,Mass,1.49,0.08,-0.08,0.0,0.38,0.05,-0.05,0.0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0.0,805.31,24.33,-24.33,0.0,13.6,,0.0,V (Johnson),13.457,,0.0,5950.0,150.0,-150.0,0.0,0.95,0.15,-0.15,0.0,1.11,0.05,-0.05,0.0,2014-05-14,0,1898.0,50.0,-50.0,0.0,CoRoT,,,,,12.462,0.028999999999999998,0.0,12.149000000000001,0.027000000000000003,0.0,16.701283532870704,,False,,False,,,True
66,CoRoT-10,b,CoRoT-10 b,Transit,0,1,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,0.53,0.04,-0.04,0.0,88.55,0.2,-0.2,0.0,2.75,0.16,-0.16,0.0,Mass,0.97,0.07,-0.07,0.0,3.7,0.83,-0.83,0.0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.0,70.0,-70.0,0.0,341.65,4.03,-4.03,0.0,15.22,0.05,0.0,V (Johnson),14.665,,0.0,5075.0,75.0,-75.0,0.0,0.89,0.05,-0.05,0.0,0.79,0.05,-0.05,0.0,2014-05-14,0,600.0,23.0,-23.0,0.0,CoRoT,3.0,,,,12.527000000000001,0.025,0.0,11.782,0.021,0.0,10.872647669050057,,False,,False,,,False
67,CoRoT-11,b,CoRoT-11 b,Transit,0,1,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,0.0,,,0.0,83.17,0.15,-0.15,0.0,2.33,0.34,-0.34,0.0,Mass,1.43,0.03,-0.03,0.0,0.99,0.15,-0.15,0.0,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.0,30.0,-30.0,0.0,666.35,24.68,-24.68,0.0,12.939,0.019,0.0,V (Johnson),12.841,,0.0,6440.0,120.0,-120.0,0.0,1.27,0.05,-0.05,0.0,1.37,0.03,-0.03,0.0,2014-05-14,0,1657.0,55.0,-55.0,0.0,CoRoT,2.0,1.0,-1.0,,11.589,0.021,0.0,11.248,0.022000000000000002,0.0,16.028748625506783,,False,,False,,,False
68,CoRoT-12,b,CoRoT-12 b,Transit,0,1,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.0009199999999999999,0.0,0.07,0.063,-0.042,0.0,85.48,0.72,-0.77,0.0,0.917,0.07,-0.065,0.0,Mass,1.44,0.13,-0.13,0.0,0.411,0.129,-0.094,0.0,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.0,85.0,-85.0,0.0,1161.12,57.69,-57.69,0.0,15.515,0.052000000000000005,0.0,V (Johnson),15.345,,0.0,5675.0,80.0,-80.0,0.0,1.08,0.08,-0.07,0.0,1.12,0.1,-0.09,0.0,2014-05-14,0,1442.0,58.0,-58.0,0.0,CoRoT,6.3,3.1,-3.1,,14.024000000000001,0.032,0.0,13.557,0.042,0.0,16.140837776734102,,False,,False,,,False
69,CoRoT-13,b,CoRoT-13 b,Transit,0,1,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,0.0,0.0,,,0.0,88.02,0.34,-0.36,0.0,1.308,0.066,-0.066,0.0,Mass,0.885,0.013999999999999999,-0.013999999999999999,0.0,2.34,0.23,-0.23,0.0,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086444999999999,1060.0,100.0,-100.0,0.0,1184.91,61.25,-61.25,0.0,15.039000000000001,0.040999999999999995,0.0,V (Johnson),14.915,,0.0,5945.0,90.0,-90.0,0.0,1.09,0.02,-0.02,0.0,1.01,0.03,-0.03,0.0,2014-05-14,0,1700.0,,,0.0,CoRoT,1.635,1.515,-1.515,,13.71,0.024,0.0,13.376,0.039,0.0,9.919889883617834,8.15197672644554,False,14.946216409611011,False,,,False
70,CoRoT-14,b,CoRoT-14 b,Transit,0,1,1.51214,0.00013,-0.00013,0.0,0.027,0.002,-0.002,0.0,0.0,,,0.0,79.6,0.8,-0.8,0.0,7.6,0.6,-0.6,0.0,Mass,1.09,0.07,-0.07,0.0,7.3,1.5,-1.5,0.0,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.0,110.0,-110.0,0.0,1826.96,166.6,-166.6,0.0,16.033,0.07,0.0,V (Johnson),15.812000000000001,,0.0,6035.0,100.0,-100.0,0.0,1.13,0.09,-0.09,0.0,1.21,0.08,-0.08,0.0,2014-05-14,0,1952.0,66.0,-66.0,0.0,CoRoT,4.2,3.8,-3.8,,14.321,0.036000000000000004,0.0,13.806,0.053,0.0,12.2177174837779,,False,,False,,,False
71,CoRoT-16,b,CoRoT-16 b,Transit,0,1,5.35227,0.0002,-0.0002,0.0,0.0618,0.0015,-0.0015,0.0,0.33,0.09,-0.1,0.0,85.01,0.94,-1.2,0.0,0.535,0.085,-0.083,0.0,Mass,1.17,0.16,-0.14,0.0,0.44,0.21,-0.14,0.0,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.0025949999999995,840.0,90.0,-90.0,0.0,745.96,34.71,-34.71,0.0,15.63,,0.0,V (Johnson),15.651,,0.0,5650.0,100.0,-100.0,0.0,1.1,0.08,-0.08,0.0,1.19,0.14,-0.13,0.0,2014-05-14,0,,,,,CoRoT,6.73,2.8,-2.8,,13.495999999999999,0.028999999999999998,0.0,12.847000000000001,0.037000000000000005,0.0,13.114430693596459,,False,,False,,,False
72,CoRoT-17,b,CoRoT-17 b,Transit,0,1,3.7681,0.0003,-0.0003,0.0,0.0461,0.0008,-0.0008,0.0,0.0,,,0.0,88.34,1.54,-1.54,0.0,2.43,0.3,-0.3,0.0,Mass,1.02,0.07,-0.07,0.0,2.82,0.38,-0.38,0.0,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.0,50.0,-50.0,0.0,1214.51,57.74,-57.74,0.0,15.46,,0.0,V (Johnson),15.437000000000001,,0.0,5740.0,80.0,-80.0,0.0,1.04,0.1,-0.1,0.0,1.59,0.07,-0.07,0.0,2014-05-14,0,1626.0,31.0,-31.0,0.0,CoRoT,10.7,1.0,-1.0,,13.174000000000001,0.038,0.0,12.472000000000001,0.054000000000000006,0.0,11.433093425186657,,False,,False,,,False
73,CoRoT-18,b,CoRoT-18 b,Transit,0,1,1.9000693,2.8e-06,-2.8e-06,0.0,0.0295,0.0016,-0.0016,0.0,0.08,,,1.0,86.5,1.4,-0.9,0.0,3.47,0.38,-0.38,0.0,Mass,1.31,0.18,-0.18,0.0,2.2,0.8,-0.8,0.0,0,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870.0,90.0,-90.0,0.0,780.87,27.57,-27.57,0.0,15.0,0.1,0.0,V (Johnson),14.800999999999998,,0.0,5440.0,100.0,-100.0,0.0,0.95,0.15,-0.15,0.0,1.0,0.13,-0.13,0.0,2014-05-14,0,1550.0,90.0,-90.0,0.0,CoRoT,,,,,13.440999999999999,0.024,0.0,13.014000000000001,0.03,0.0,14.683678810778943,,False,,False,,,False
74,CoRoT-19,b,CoRoT-19 b,Transit,0,1,3.89713,2e-05,-2e-05,0.0,0.0518,0.0008,-0.0008,0.0,0.047,0.045,-0.045,0.0,88.0,0.7,-0.7,0.0,1.11,0.06,-0.06,0.0,Mass,1.29,0.03,-0.03,0.0,0.71,0.06,-0.06,0.0,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.0,160.0,-160.0,0.0,807.99,26.81,-26.81,0.0,14.007,,0.0,V (Johnson),13.783,,0.0,6090.0,70.0,-70.0,0.0,1.21,0.05,-0.05,0.0,1.65,0.04,-0.04,0.0,2014-05-14,0,2000.0,150.0,-150.0,0.0,CoRoT,5.0,1.0,-1.0,,12.324000000000002,0.024,0.0,11.837,0.024,0.0,14.459500508324302,,False,,False,,,False
